,ZIP,City/Location Name,STATE,2010 Census Population,FIPS Code,StCtyCode,County Name,Zip Code Designation
5162,52576,Ollie,IA, 583,19107,16530,KEOKUK,Low Income Area/HPSA
5163,51040,Onawa,IA," 3,747",19133,16660,MONONA,Low Income Area/HPSA
5164,52321,Onslow,IA, 384,19105,16520,JONES,Low Income Area
5165,50460,Orchard,IA, 346,19131,16650,MITCHELL,Low Income Area/HPSA
5166,50858,Orient,IA, 892,19001,16000,ADAIR,HPSA
5167,50461,Osage,IA," 5,727",19131,16650,MITCHELL,HPSA
5168,52577,Oskaloosa,IA," 15,405",19123,16610,MAHASKA,Low Income Area
5169,52161,Ossian,IA, 49,19191,16950,WINNESHIEK,HPSA
5170,50569,Otho,IA, 830,19187,16930,WEBSTER,Low Income Area/HPSA
5171,50570,Ottosen,IA, 232,19091,16450,HUMBOLDT,Low Income Area/HPSA
5172,52501,Ottumwa,IA," 30,562",19179,16890,WAPELLO,Low Income Area/HPSA
5173,52323,Oxford Junction,IA, 833,19105,16520,JONES,Low Income Area/HPSA
5174,52580,Packwood,IA, 19,19101,16500,JEFFERSON,HPSA
5175,52580,Packwood,IA, 458,19101,16500,JEFFERSON,HPSA
5176,50571,Palmer,IA, 451,19151,16750,POCAHONTAS,Low Income Area/HPSA
5177,52324,Palo,IA, 318,19113,16560,LINN,HPSA
5178,51562,Panama,IA, 451,19165,16820,SHELBY,Low Income Area
5179,50216,Panora,IA," 2,756",19077,16380,GUTHRIE,HPSA
5180,50216,Panora,IA, 87,19077,16380,GUTHRIE,HPSA
5181,50665,Parkersburg,IA," 2,564",19023,16110,BUTLER,HPSA
5182,50665,Parkersburg,IA, 617,19023,16110,BUTLER,HPSA
5183,50217,Paton,IA, 552,19073,16360,GREENE,Low Income Area/HPSA
5184,51046,Paullina,IA," 1,642",19141,16700,OBRIEN,Low Income Area
5185,51648,Percival,IA, 260,19071,16350,FREMONT,Low Income Area
5186,50220,Perry,IA," 9,019",19049,16240,DALLAS,Low Income Area/HPSA
5187,51048,Pierson,IA, 615,19193,16960,WOODBURY,Low Income Area
5188,50223,Pilot Mound,IA, 379,19015,16070,BOONE,HPSA
5189,50666,Plainfield,IA, 93,19017,16080,BREMER,HPSA
5190,52581,Plano,IA, 372,19007,16030,APPANOOSE,Low Income Area/HPSA
5191,50464,Plymouth,IA, 17,19033,16160,CERRO GORDO,HPSA
5192,50464,Plymouth,IA, 462,19033,16160,CERRO GORDO,HPSA
5193,50574,Pocahontas,IA," 2,200",19151,16750,POCAHONTAS,Low Income Area/HPSA
5194,50575,Pomeroy,IA, 91,19025,16120,CALHOUN,HPSA
5195,50575,Pomeroy,IA, 826,19025,16120,CALHOUN,HPSA
5196,52162,Postville,IA," 3,231",19005,16020,ALLAMAKEE,Low Income Area/HPSA
5197,50228,Prairie City,IA," 2,459",19099,16490,JASPER,Low Income Area
5198,50859,Prescott,IA, 573,19003,16010,ADAMS,HPSA
5199,52069,Preston,IA, 73,19097,16480,JACKSON,HPSA
5200,51245,Primghar,IA," 1,382",19141,16700,OBRIEN,Low Income Area
5201,52583,Promise City,IA, 373,19185,16920,WAYNE,Low Income Area/HPSA
5202,52584,Pulaski,IA, 412,19051,16250,DAVIS,Low Income Area
5203,52326,Quasqueton,IA, 493,19019,16090,BUCHANAN,HPSA
5204,50230,Radcliffe,IA, 4,19083,16410,HARDIN,HPSA
5205,50230,Radcliffe,IA, 150,19083,16410,HARDIN,HPSA
5206,52164,Randalia,IA, 248,19065,16320,FAYETTE,Low Income Area/HPSA
5207,50231,Randall,IA, 173,19079,16390,HAMILTON,Low Income Area/HPSA
5208,50667,Raymond,IA, 231,19013,16060,BLACK HAWK,HPSA
5209,51566,Red Oak,IA," 6,907",19137,16680,MONTGOMERY,Low Income Area/HPSA
5210,50860,Redding,IA, 562,19159,16790,RINGGOLD,Low Income Area/HPSA
5211,50233,Redfield,IA, 182,19049,16240,DALLAS,HPSA
5212,50233,Redfield,IA, 98,19049,16240,DALLAS,HPSA
5213,50669,Reinbeck,IA, 222,19075,16370,GRUNDY,HPSA
5214,50669,Reinbeck,IA, 4,19075,16370,GRUNDY,HPSA
5215,50669,Reinbeck,IA," 2,221",19075,16370,GRUNDY,HPSA
5216,51050,Remsen,IA," 2,522",19149,16740,PLYMOUTH,HPSA
5217,50577,Renwick,IA, 84,19091,16450,HUMBOLDT,HPSA
5218,50234,Rhodes,IA, 550,19127,16630,MARSHALL,HPSA
5219,50466,Riceville,IA," 1,670",19131,16650,MITCHELL,Low Income Area/HPSA
5220,52585,Richland,IA, 963,19107,16530,KEOKUK,Low Income Area/HPSA
5221,50578,Ringsted,IA, 1,19063,16310,EMMET,HPSA
5222,50235,Rippey,IA, 465,19073,16360,GREENE,Low Income Area/HPSA
5223,52327,Riverside,IA," 2,408",19183,16910,WASHINGTON,HPSA
5224,50467,Rock Falls,IA, 85,19033,16160,CERRO GORDO,HPSA
5225,51246,Rock Rapids,IA," 3,789",19119,16590,LYON,Low Income Area/HPSA
5226,51247,Rock Valley,IA, 26,19167,16830,SIOUX,HPSA
5227,50468,Rockford,IA, 99,19067,16330,FLOYD,HPSA
5228,50469,Rockwell,IA," 1,610",19033,16160,CERRO GORDO,Low Income Area/HPSA
5229,50579,Rockwell City,IA," 2,171",19025,16120,CALHOUN,HPSA
5230,50579,Rockwell City,IA, 257,19025,16120,CALHOUN,HPSA
5231,51051,Rodney,IA, 122,19133,16660,MONONA,Low Income Area/HPSA
5232,50236,Roland,IA," 1,512",19169,16840,STORY,HPSA
5233,50581,Rolfe,IA," 1,057",19151,16750,POCAHONTAS,Low Income Area/HPSA
5234,52586,Rose Hill,IA, 2,19123,16610,MAHASKA,HPSA
5235,50470,Rowan,IA, 264,19197,16980,WRIGHT,Low Income Area/HPSA
5236,52329,Rowley,IA, 847,19019,16090,BUCHANAN,HPSA
5237,51357,Royal,IA, 734,19041,16200,CLAY,Low Income Area
5238,50471,Rudd,IA, 17,19067,16330,FLOYD,HPSA
5239,50238,Russell,IA, 843,19117,16580,LUCAS,Low Income Area/HPSA
5240,51358,Ruthven,IA," 1,338",19147,16730,PALO ALTO,Low Income Area/HPSA
5241,50582,Rutland,IA, 271,19091,16450,HUMBOLDT,Low Income Area
5242,52330,Ryan,IA, 888,19055,16270,DELAWARE,HPSA
5243,52070,Sabula,IA, 123,19097,16480,JACKSON,HPSA
5244,50583,Sac City,IA," 2,854",19161,16800,SAC,Low Income Area/HPSA
5245,50472,Saint Ansgar,IA," 2,327",19131,16650,MITCHELL,HPSA
5246,50239,Saint Anthony,IA, 10,19127,16630,MARSHALL,HPSA
5247,50239,Saint Anthony,IA, 196,19127,16630,MARSHALL,HPSA
5248,52072,Saint Olaf,IA, 340,19043,16210,CLAYTON,Low Income Area/HPSA
5249,52657,Saint Paul,IA, 72,19111,16550,LEE,HPSA
5250,52649,Salem,IA, 910,19087,16430,HENRY,Low Income Area/HPSA
5251,51248,Sanborn,IA," 1,832",19141,16700,OBRIEN,Low Income Area/HPSA
5252,51053,Schaller,IA, 47,19161,16800,SAC,HPSA
5253,51053,Schaller,IA," 1,138",19161,16800,SAC,HPSA
5254,51461,Schleswig,IA," 1,139",19047,16230,CRAWFORD,HPSA
5255,51462,Scranton,IA, 4,19073,16360,GREENE,HPSA
5256,51462,Scranton,IA, 17,19073,16360,GREENE,HPSA
5257,50242,Searsboro,IA, 464,19157,16780,POWESHIEK,HPSA
5258,52588,Selma,IA, 394,19177,16880,VAN BUREN,Low Income Area/HPSA
5259,52590,Seymour,IA," 1,270",19185,16920,WAYNE,Low Income Area/HPSA
5260,50862,Sharpsburg,IA, 137,19173,16860,TAYLOR,Low Income Area/HPSA
5261,50475,Sheffield,IA, 96,19069,16340,FRANKLIN,HPSA
5262,51570,Shelby,IA, 151,19165,16820,SHELBY,HPSA
5263,51201,Sheldon,IA, 4,19141,16700,OBRIEN,HPSA
5264,51201,Sheldon,IA, 7,19141,16700,OBRIEN,HPSA
5265,50670,Shell Rock,IA," 1,807",19023,16110,BUTLER,HPSA
5266,52332,Shellsburg,IA," 1,818",19011,16050,BENTON,HPSA
5267,51601,Shenandoah,IA," 5,981",19145,16720,PAGE,Low Income Area/HPSA
5268,52073,Sherrill,IA, 27,19061,16300,DUBUQUE,HPSA
5269,51249,Sibley,IA, 41,19143,16710,OSCEOLA,HPSA
5270,51249,Sibley,IA," 3,609",19143,16710,OSCEOLA,HPSA
5271,52591,Sigourney,IA," 2,986",19107,16530,KEOKUK,Low Income Area/HPSA
5272,51571,Silver City,IA, 29,19155,16770,POTTAWATTAMIE,HPSA
5273,51108,Sioux City,IA," 6,073",19193,16960,WOODBURY,Low Income Area/HPSA
5274,51109,Sioux City,IA," 3,104",19193,16960,WOODBURY,Low Income Area/HPSA
5275,51101,Sioux City,IA, 805,19193,16960,WOODBURY,Low Income Area
5276,51103,Sioux City,IA," 17,850",19193,16960,WOODBURY,Low Income Area
5277,51105,Sioux City,IA," 10,399",19193,16960,WOODBURY,Low Income Area
5278,51111,Sioux City,IA, 103,19193,16960,WOODBURY,Low Income Area
5279,50244,Slater,IA," 1,770",19169,16840,STORY,HPSA
5280,51055,Sloan,IA, 168,19193,16960,WOODBURY,HPSA
5281,51572,Soldier,IA, 460,19133,16660,MONONA,Low Income Area/HPSA
5282,52333,Solon,IA, 36,19103,16510,JOHNSON,HPSA
5283,50586,Somers,IA, 9,19025,16120,CALHOUN,HPSA
5284,50586,Somers,IA, 203,19025,16120,CALHOUN,HPSA
5285,50586,Somers,IA, 188,19025,16120,CALHOUN,HPSA
5286,52335,South English,IA, 632,19107,16530,KEOKUK,Low Income Area/HPSA
5287,51301,Spencer,IA," 12,687",19041,16200,CLAY,Low Income Area
5288,52650,Sperry,IA, 698,19057,16280,DES MOINES,HPSA
5289,50476,Stacyville,IA, 750,19131,16650,MITCHELL,Low Income Area/HPSA
5290,50246,Stanhope,IA, 45,19079,16390,HAMILTON,HPSA
5291,50246,Stanhope,IA, 734,19079,16390,HAMILTON,HPSA
5292,50671,Stanley,IA, 288,19065,16320,FAYETTE,Low Income Area/HPSA
5293,51573,Stanton,IA," 1,076",19137,16680,MONTGOMERY,Low Income Area
5294,52337,Stanwood,IA, 899,19031,16150,CEDAR,HPSA
5295,50247,State Center,IA, 8,19127,16630,MARSHALL,HPSA
5296,50247,State Center,IA," 2,457",19127,16630,MARSHALL,HPSA
5297,50672,Steamboat Rock,IA, 598,19083,16410,HARDIN,HPSA
5298,52651,Stockport,IA, 522,19177,16880,VAN BUREN,Low Income Area/HPSA
5299,50588,Storm Lake,IA," 12,784",19021,16100,BUENA VISTA,Low Income Area/HPSA
5300,50248,Story City,IA," 4,086",19169,16840,STORY,HPSA
5301,50248,Story City,IA, 335,19169,16840,STORY,HPSA
5302,50249,Stratford,IA," 1,309",19079,16390,HAMILTON,HPSA
5303,52076,Strawberry Point,IA," 2,229",19043,16210,CLAYTON,Low Income Area/HPSA
5304,50250,Stuart,IA," 1,117",19077,16380,GUTHRIE,HPSA
5305,50250,Stuart,IA, 2,19077,16380,GUTHRIE,HPSA
5306,50250,Stuart,IA," 1,227",19077,16380,GUTHRIE,HPSA
5307,50674,Sumner,IA, 95,19017,16080,BREMER,HPSA
5308,50674,Sumner,IA, 456,19017,16080,BREMER,HPSA
5309,51058,Sutherland,IA, 980,19141,16700,OBRIEN,Low Income Area
5310,50477,Swaledale,IA, 366,19033,16160,CERRO GORDO,Low Income Area/HPSA
5311,50590,Swea City,IA, 938,19109,16540,KOSSUTH,HPSA
5312,52339,Tama,IA," 4,120",19171,16850,TAMA,Low Income Area/HPSA
5313,51463,Templeton,IA, 583,19027,16130,CARROLL,Low Income Area
5314,51364,Terril,IA, 750,19059,16290,DICKINSON,Low Income Area/HPSA
5315,50478,Thompson,IA, 834,19189,16940,WINNEBAGO,Low Income Area
5316,50479,Thornton,IA, 710,19033,16160,CERRO GORDO,Low Income Area/HPSA
5317,51654,Thurman,IA, 514,19071,16350,FREMONT,Low Income Area
5318,50863,Tingley,IA, 327,19159,16790,RINGGOLD,Low Income Area/HPSA
5319,52772,Tipton,IA," 5,086",19031,16150,CEDAR,HPSA
5320,50480,Titonka,IA, 925,19109,16540,KOSSUTH,HPSA
5321,52342,Toledo,IA," 3,483",19171,16850,TAMA,Low Income Area/HPSA
5322,50675,Traer,IA," 2,386",19171,16850,TAMA,Low Income Area/HPSA
5323,51575,Treynor,IA, 915,19155,16770,POTTAWATTAMIE,HPSA
5324,52593,Udell,IA, 123,19007,16030,APPANOOSE,Low Income Area/HPSA
5325,50258,Union,IA, 131,19083,16410,HARDIN,HPSA
5326,50258,Union,IA, 856,19083,16410,HARDIN,HPSA
5327,52594,Unionville,IA, 358,19007,16030,APPANOOSE,Low Income Area/HPSA
5328,52345,Urbana,IA," 1,244",19011,16050,BENTON,HPSA
5329,51060,Ute,IA, 579,19133,16660,MONONA,Low Income Area/HPSA
5330,51465,Vail,IA, 818,19047,16230,CRAWFORD,Low Income Area/HPSA
5331,52346,Van Horne,IA," 1,125",19011,16050,BENTON,HPSA
5332,50262,Van Wert,IA, 396,19053,16260,DECATUR,Low Income Area
5333,50482,Ventura,IA, 834,19033,16160,CERRO GORDO,HPSA
5334,50482,Ventura,IA, 36,19033,16160,CERRO GORDO,HPSA
5335,52347,Victor,IA, 285,19095,16470,IOWA,HPSA
5336,50864,Villisca,IA," 1,974",19137,16680,MONTGOMERY,Low Income Area/HPSA
5337,52348,Vining,IA, 52,19171,16850,TAMA,Low Income Area/HPSA
5338,52349,Vinton,IA," 7,895",19011,16050,BENTON,HPSA
5339,52077,Volga,IA, 397,19043,16210,CLAYTON,Low Income Area/HPSA
5340,52169,Wadena,IA, 425,19065,16320,FAYETTE,Low Income Area/HPSA
5341,52351,Walford,IA," 1,084",19011,16050,BENTON,HPSA
5342,52352,Walker,IA, 192,19113,16560,LINN,HPSA
5343,52352,Walker,IA, 300,19113,16560,LINN,HPSA
5344,51466,Wall Lake,IA," 1,186",19161,16800,SAC,Low Income Area/HPSA
5345,51577,Walnut,IA," 1,037",19155,16770,POTTAWATTAMIE,HPSA
5346,51577,Walnut,IA, 2,19155,16770,POTTAWATTAMIE,HPSA
5347,52653,Wapello,IA," 3,755",19115,16570,LOUISA,Low Income Area/HPSA
5348,52353,Washington,IA," 9,239",19183,16910,WASHINGTON,Low Income Area/HPSA
5349,51061,Washta,IA, 81,19035,16170,CHEROKEE,HPSA
5350,50701,Waterloo,IA," 30,681",19013,16060,BLACK HAWK,Low Income Area/HPSA
5351,50702,Waterloo,IA," 20,246",19013,16060,BLACK HAWK,Low Income Area/HPSA
5352,50703,Waterloo,IA," 19,975",19013,16060,BLACK HAWK,Low Income Area/HPSA
5353,52170,Waterville,IA, 611,19005,16020,ALLAMAKEE,HPSA
5354,52354,Watkins,IA, 388,19011,16050,BENTON,HPSA
5355,52171,Waucoma,IA," 1,086",19065,16320,FAYETTE,Low Income Area/HPSA
5356,52172,Waukon,IA," 6,265",19005,16020,ALLAMAKEE,Low Income Area/HPSA
5357,52654,Wayland,IA," 1,777",19087,16430,HENRY,Low Income Area/HPSA
5358,52355,Webster,IA, 304,19107,16530,KEOKUK,Low Income Area/HPSA
5359,50595,Webster City,IA," 9,117",19079,16390,HAMILTON,Low Income Area/HPSA
5360,52356,Wellman,IA," 2,706",19183,16910,WASHINGTON,Low Income Area/HPSA
5361,50680,Wellsburg,IA," 1,149",19075,16370,GRUNDY,HPSA
5362,50483,Wesley,IA, 653,19109,16540,KOSSUTH,HPSA
5363,50483,Wesley,IA, 86,19109,16540,KOSSUTH,HPSA
5364,50597,West Bend,IA, 1,19109,16540,KOSSUTH,HPSA
5365,50597,West Bend,IA," 1,063",19109,16540,KOSSUTH,HPSA
5366,50597,West Bend,IA, 228,19109,16540,KOSSUTH,HPSA
5367,52358,West Branch,IA," 3,573",19031,16150,CEDAR,HPSA
5368,52655,West Burlington,IA," 4,299",19057,16280,DES MOINES,Low Income Area/HPSA
5369,52359,West Chester,IA, 264,19183,16910,WASHINGTON,Low Income Area/HPSA
5370,52776,West Liberty,IA," 4,751",19139,16690,MUSCATINE,Low Income Area/HPSA
5371,52656,West Point,IA, 355,19111,16550,LEE,HPSA
5372,52175,West Union,IA," 3,535",19065,16320,FAYETTE,Low Income Area/HPSA
5373,51062,Westfield,IA, 659,19149,16740,PLYMOUTH,HPSA
5374,50681,Westgate,IA, 480,19065,16320,FAYETTE,HPSA
5375,51467,Westside,IA, 488,19047,16230,CRAWFORD,Low Income Area/HPSA
5376,52658,Wever,IA, 37,19111,16550,LEE,HPSA
5377,50268,What Cheer,IA, 973,19107,16530,KEOKUK,Low Income Area/HPSA
5378,52777,Wheatland,IA, 33,19045,16220,CLINTON,HPSA
5379,52777,Wheatland,IA," 1,415",19045,16220,CLINTON,HPSA
5380,51063,Whiting,IA," 1,096",19133,16660,MONONA,Low Income Area/HPSA
5381,50598,Whittemore,IA, 68,19109,16540,KOSSUTH,HPSA
5382,50598,Whittemore,IA, 863,19109,16540,KOSSUTH,HPSA
5383,50271,Williams,IA, 630,19079,16390,HAMILTON,HPSA
5384,50271,Williams,IA, 10,19079,16390,HAMILTON,HPSA
5385,50272,Williamson,IA, 448,19117,16580,LUCAS,Low Income Area/HPSA
5386,52778,Wilton,IA, 658,19139,16690,MUSCATINE,HPSA
5387,52659,Winfield,IA," 1,635",19087,16430,HENRY,Low Income Area/HPSA
5388,50273,Winterset,IA," 8,406",19121,16600,MADISON,Low Income Area/HPSA
5389,50682,Winthrop,IA," 1,592",19019,16090,BUCHANAN,HPSA
5390,50274,Wiota,IA, 429,19029,16140,CASS,Low Income Area/HPSA
5391,50484,Woden,IA, 453,19081,16400,HANCOCK,Low Income Area/HPSA
5392,50276,Woodward,IA," 2,566",19049,16240,DALLAS,HPSA
5393,50599,Woolstock,IA, 49,19197,16980,WRIGHT,HPSA
5394,50599,Woolstock,IA, 318,19197,16980,WRIGHT,HPSA
5395,52078,Worthington,IA, 206,19061,16300,DUBUQUE,HPSA
5396,52362,Wyoming,IA," 1,014",19105,16520,JONES,Low Income Area
5397,50277,Yale,IA, 458,19077,16380,GUTHRIE,HPSA
5398,52660,Yarmouth,IA, 269,19057,16280,DES MOINES,HPSA
5399,51656,Yorktown,IA, 46,19145,16720,PAGE,Low Income Area/HPSA
5400,50278,Zearing,IA, 792,19169,16840,STORY,HPSA
5401,83210,Aberdeen,ID," 3,563",16011,13050,BINGHAM,Low Income Area/HPSA
5402,83520,Ahsahka,ID, 124,16035,13170,CLEARWATER,Low Income Area/HPSA
5403,83211,American Falls,ID," 6,332",16077,13380,POWER,Low Income Area/HPSA
5404,83212,Arbon,ID, 96,16077,13380,POWER,Low Income Area/HPSA
5405,83213,Arco,ID," 1,796",16023,13110,BUTTE,Low Income Area/HPSA
5406,83214,Arimo,ID, 604,16005,13020,BANNOCK,HPSA
5407,83420,Ashton,ID," 2,925",16043,13210,FREMONT,Low Income Area/HPSA
5408,83801,Athol,ID," 6,343",16055,13270,KOOTENAI,Low Income Area/HPSA
5409,83601,Atlanta,ID, 83,16039,13190,ELMORE,Low Income Area/HPSA
5410,83802,Avery,ID, 68,16079,13390,SHOSHONE,Low Income Area/HPSA
5411,83217,Bancroft,ID, 853,16029,13140,CARIBOU,Low Income Area/HPSA
5412,83803,Bayview,ID, 388,16055,13270,KOOTENAI,HPSA
5413,83220,Bern,ID, 161,16007,13030,BEAR LAKE,Low Income Area/HPSA
5414,83221,Blackfoot,ID," 25,978",16011,13050,BINGHAM,Low Income Area/HPSA
5415,83804,Blanchard,ID," 1,196",16017,13080,BONNER,Low Income Area/HPSA
5416,83314,Bliss,ID, 896,16047,13230,GOODING,Low Income Area/HPSA
5417,83702,Boise,ID," 22,079",16001,13000,ADA,Low Income Area
5418,83703,Boise,ID," 16,940",16001,13000,ADA,Low Income Area
5419,83704,Boise,ID," 39,632",16001,13000,ADA,Low Income Area
5420,83705,Boise,ID," 25,492",16001,13000,ADA,Low Income Area
5421,83706,Boise,ID," 28,438",16001,13000,ADA,Low Income Area
5422,83725,Boise,ID," 1,017",16001,13000,ADA,Low Income Area
5423,83716,Boise,ID," 2,143",16001,13000,ADA,HPSA
5424,83716,Boise,ID, 96,16001,13000,ADA,HPSA
5425,83805,Bonners Ferry,ID," 6,360",16021,13100,BOUNDARY,Low Income Area/HPSA
5426,83604,Bruneau,ID, 629,16073,13360,OWYHEE,Low Income Area
5427,83316,Buhl,ID," 9,599",16083,13410,TWIN FALLS,Low Income Area/HPSA
5428,83318,Burley,ID," 17,028",16031,13150,CASSIA,Low Income Area/HPSA
5429,83605,Caldwell,ID," 33,891",16027,13130,CANYON,Low Income Area/HPSA
5430,83607,Caldwell,ID," 27,394",16027,13130,CANYON,Low Income Area/HPSA
5431,83610,Cambridge,ID, 932,16087,13430,WASHINGTON,Low Income Area/HPSA
5432,83320,Carey,ID," 1,125",16013,13060,BLAINE,Low Income Area/HPSA
5433,83809,Careywood,ID, 573,16017,13080,BONNER,HPSA
5434,83462,Carmen,ID, 359,16059,13290,LEMHI,Low Income Area/HPSA
5435,83611,Cascade,ID," 2,577",16085,13420,VALLEY,HPSA
5436,83321,Castleford,ID, 513,16083,13410,TWIN FALLS,Low Income Area/HPSA
5437,83810,Cataldo,ID," 1,315",16055,13270,KOOTENAI,Low Income Area/HPSA
5438,83226,Challis,ID," 2,633",16037,13180,CUSTER,Low Income Area/HPSA
5439,83811,Clark Fork,ID," 1,431",16017,13080,BONNER,Low Income Area/HPSA
5440,83812,Clarkia,ID, 89,16079,13390,SHOSHONE,Low Income Area/HPSA
5441,83228,Clifton,ID, 455,16041,13200,FRANKLIN,Low Income Area/HPSA
5442,83813,Cocolalla,ID," 1,026",16017,13080,BONNER,HPSA
5443,83814,Coeur D Alene,ID," 23,062",16055,13270,KOOTENAI,Low Income Area/HPSA
5444,83815,Coeur D Alene,ID," 31,360",16055,13270,KOOTENAI,Low Income Area/HPSA
5445,83821,Coolin,ID, 162,16017,13080,BONNER,Low Income Area/HPSA
5446,83322,Corral,ID, 59,16025,13120,CAMAS,Low Income Area/HPSA
5447,83522,Cottonwood,ID," 1,727",16049,13240,IDAHO,Low Income Area/HPSA
5448,83612,Council,ID," 1,913",16003,13010,ADAMS,Low Income Area/HPSA
5449,83523,Craigmont,ID, 797,16061,13300,LEWIS,Low Income Area/HPSA
5450,83524,Culdesac,ID," 1,141",16069,13340,NEZ PERCE,Low Income Area/HPSA
5451,83232,Dayton,ID, 763,16041,13200,FRANKLIN,Low Income Area/HPSA
5452,83823,Deary,ID," 1,521",16057,13280,LATAH,HPSA
5453,83323,Declo,ID," 1,708",16031,13150,CASSIA,Low Income Area/HPSA
5454,83824,Desmet,ID, 271,16009,13040,BENEWAH,Low Income Area/HPSA
5455,83324,Dietrich,ID, 737,16063,13310,LINCOLN,Low Income Area/HPSA
5456,83615,Donnelly,ID," 1,144",16085,13420,VALLEY,Low Income Area/HPSA
5457,83234,Downey,ID," 1,350",16005,13020,BANNOCK,HPSA
5458,83422,Driggs,ID," 3,332",16081,13400,TETON,HPSA
5459,83423,Dubois,ID, 904,16033,13160,CLARK,Low Income Area/HPSA
5460,83616,Eagle,ID, 17,16001,13000,ADA,HPSA
5461,83325,Eden,ID, 951,16053,13260,JEROME,Low Income Area/HPSA
5462,83525,Elk City,ID, 486,16049,13240,IDAHO,Low Income Area/HPSA
5463,83827,Elk River,ID, 127,16035,13170,CLEARWATER,Low Income Area/HPSA
5464,83235,Ellis,ID, 323,16037,13180,CUSTER,Low Income Area/HPSA
5465,83617,Emmett,ID," 15,534",16045,13220,GEM,Low Income Area/HPSA
5466,83327,Fairfield,ID," 1,058",16025,13120,CAMAS,Low Income Area/HPSA
5467,83424,Felt,ID, 247,16081,13400,TETON,HPSA
5468,83526,Ferdinand,ID, 784,16049,13240,IDAHO,Low Income Area/HPSA
5469,83830,Fernwood,ID, 431,16009,13040,BENEWAH,Low Income Area/HPSA
5470,83328,Filer,ID," 5,318",16083,13410,TWIN FALLS,Low Income Area/HPSA
5471,83236,Firth,ID," 4,487",16011,13050,BINGHAM,Low Income Area/HPSA
5472,83287,Fish Haven,ID, 333,16007,13030,BEAR LAKE,Low Income Area/HPSA
5473,83203,Fort Hall,ID, 161,16011,13050,BINGHAM,Low Income Area/HPSA
5474,83237,Franklin,ID," 1,221",16041,13200,FRANKLIN,Low Income Area/HPSA
5475,83619,Fruitland,ID," 7,347",16075,13370,PAYETTE,Low Income Area/HPSA
5476,83714,Garden City,ID," 20,408",16001,13000,ADA,Low Income Area/HPSA
5477,83622,Garden Valley,ID," 1,707",16015,13070,BOISE,Low Income Area/HPSA
5478,83832,Genesee,ID," 1,449",16057,13280,LATAH,Low Income Area/HPSA
5479,83238,Geneva,ID, 100,16007,13030,BEAR LAKE,Low Income Area/HPSA
5480,83463,Gibbonsville,ID, 182,16059,13290,LEMHI,Low Income Area/HPSA
5481,83623,Glenns Ferry,ID," 1,719",16039,13190,ELMORE,Low Income Area/HPSA
5482,83330,Gooding,ID," 6,570",16047,13230,GOODING,Low Income Area/HPSA
5483,83241,Grace,ID," 1,970",16029,13140,CARIBOU,Low Income Area/HPSA
5484,83624,Grand View,ID," 1,650",16073,13360,OWYHEE,Low Income Area
5485,83530,Grangeville,ID," 5,325",16049,13240,IDAHO,Low Income Area/HPSA
5486,83533,Greencreek,ID, 265,16049,13240,IDAHO,Low Income Area/HPSA
5487,83626,Greenleaf,ID," 1,275",16027,13130,CANYON,Low Income Area/HPSA
5488,83332,Hagerman,ID," 2,275",16047,13230,GOODING,Low Income Area/HPSA
5489,83425,Hamer,ID, 577,16051,13250,JEFFERSON,Low Income Area/HPSA
5490,83627,Hammett,ID, 442,16039,13190,ELMORE,Low Income Area/HPSA
5491,83334,Hansen,ID," 2,068",16083,13410,TWIN FALLS,Low Income Area/HPSA
5492,83833,Harrison,ID," 1,283",16055,13270,KOOTENAI,Low Income Area/HPSA
5493,83834,Harvard,ID, 167,16057,13280,LATAH,Low Income Area/HPSA
5494,83835,Hayden,ID," 20,066",16055,13270,KOOTENAI,Low Income Area/HPSA
5495,83335,Hazelton,ID," 1,773",16053,13260,JEROME,Low Income Area/HPSA
5496,83336,Heyburn,ID," 5,159",16067,13330,MINIDOKA,Low Income Area/HPSA
5497,83243,Holbrook,ID, 159,16071,13350,ONEIDA,Low Income Area/HPSA
5498,83628,Homedale,ID," 4,219",16073,13360,OWYHEE,Low Income Area
5499,83836,Hope,ID," 1,061",16017,13080,BONNER,Low Income Area/HPSA
5500,83629,Horseshoe Bend,ID," 1,704",16015,13070,BOISE,Low Income Area/HPSA
5501,83244,Howe,ID, 216,16023,13110,BUTTE,Low Income Area/HPSA
5502,83631,Idaho City,ID," 1,172",16015,13070,BOISE,Low Income Area/HPSA
5503,83401,Idaho Falls,ID," 40,347",16019,13090,BONNEVILLE,Low Income Area/HPSA
5504,83402,Idaho Falls,ID," 25,801",16019,13090,BONNEVILLE,Low Income Area/HPSA
5505,83406,Idaho Falls,ID, 7,16019,13090,BONNEVILLE,HPSA
5506,83632,Indian Valley,ID, 202,16003,13010,ADAMS,Low Income Area/HPSA
5507,83245,Inkom,ID," 2,131",16005,13020,BANNOCK,HPSA
5508,83427,Iona,ID, 41,16019,13090,BONNEVILLE,HPSA
5509,83428,Irwin,ID, 195,16019,13090,BONNEVILLE,HPSA
5510,83429,Island Park,ID," 1,065",16043,13210,FREMONT,HPSA
5511,83338,Jerome,ID," 19,533",16053,13260,JEROME,Low Income Area/HPSA
5512,83535,Juliaetta,ID, 986,16057,13280,LATAH,Low Income Area/HPSA
5513,83536,Kamiah,ID," 4,044",16061,13300,LEWIS,Low Income Area/HPSA
