ZIP,City/Location Name,STATE,2010 Census Population,FIPS Code,StCtyCode,County Name,Zip Code Designation
31001,Abbeville,GA,"* 4,125",13315,11971,WILCOX,Low Income Area/HPSA
30101,Acworth,GA,"* 1,230",13067,11290,COBB,HPSA
30102,Acworth,GA,"* 6,696",13057,11250,CHEROKEE,HPSA
30103,Adairsville,GA,"* 14,563",13015,11060,BARTOW,Low Income Area/HPSA
31620,Adel,GA,"* 11,196",13075,11311,COOK,Low Income Area/HPSA
31002,Adrian,GA,"* 3,184",13167,11640,JOHNSON,Low Income Area/HPSA
30410,Ailey,GA,"* 1,848",13209,11770,MONTGOMERY,Low Income Area/HPSA
30411,Alamo,GA,"* 5,013",13309,11962,WHEELER,Low Income Area/HPSA
31622,Alapaha,GA,"* 1,828",13019,11080,BERRIEN,Low Income Area/HPSA
31701,Albany,GA,"* 20,785",13095,11390,DOUGHERTY,Low Income Area/HPSA
31704,Albany,GA,* 253,13095,11390,DOUGHERTY,Low Income Area/HPSA
31705,Albany,GA,"* 35,257",13095,11390,DOUGHERTY,Low Income Area/HPSA
31707,Albany,GA,"* 23,798",13095,11390,DOUGHERTY,Low Income Area/HPSA
31721,Albany,GA,"* 1,392",13095,11390,DOUGHERTY,HPSA
31721,Albany,GA,* 44,13095,11390,DOUGHERTY,HPSA
31721,Albany,GA,"* 3,329",13095,11390,DOUGHERTY,HPSA
31721,Albany,GA,* 32,13095,11390,DOUGHERTY,HPSA
31301,Allenhurst,GA,"* 4,903",13183,11691,LONG,Low Income Area/HPSA
31510,Alma,GA,"* 9,737",13005,11011,BACON,Low Income Area/HPSA
30510,Alto,GA,"* 8,390",13137,11540,HABERSHAM,Low Income Area/HPSA
31512,Ambrose,GA,"* 2,581",13069,11291,COFFEE,Low Income Area
31709,Americus,GA,"* 15,986",13261,11870,SUMTER,Low Income Area/HPSA
31719,Americus,GA,"* 10,910",13261,11870,SUMTER,Low Income Area/HPSA
31711,Andersonville,GA,"* 1,013",13193,11710,MACON,Low Income Area/HPSA
30802,Appling,GA,* 2,13073,11310,COLUMBIA,HPSA
31712,Arabi,GA,"* 1,250",13081,11340,CRISP,Low Income Area/HPSA
30104,Aragon,GA,"* 4,611",13233,11830,POLK,Low Income Area/HPSA
31623,Argyle,GA,* 212,13065,11281,CLINCH,Low Income Area/HPSA
39813,Arlington,GA,"* 1,704",13037,11161,CALHOUN,Low Income Area/HPSA
30105,Armuchee,GA,* 297,13115,11460,FLOYD,HPSA
30619,Arnoldsville,GA,"* 1,514",13221,11801,OGLETHORPE,Low Income Area/HPSA
31714,Ashburn,GA,"* 6,441",13287,11911,TURNER,Low Income Area/HPSA
30607,Athens,GA,"* 11,332",13157,11610,JACKSON,Low Income Area
30601,Athens,GA,"* 20,609",13059,11260,CLARKE,Low Income Area/HPSA
30602,Athens,GA,"* 2,560",13059,11260,CLARKE,Low Income Area
30605,Athens,GA,"* 41,803",13059,11260,CLARKE,Low Income Area
30606,Athens,GA,"* 39,360",13059,11260,CLARKE,Low Income Area
30609,Athens,GA,* 811,13059,11260,CLARKE,Low Income Area
30303,Atlanta,GA,"* 3,888",13121,11470,FULTON,Low Income Area/HPSA
30310,Atlanta,GA,"* 26,606",13121,11470,FULTON,Low Income Area/HPSA
30311,Atlanta,GA,"* 32,092",13121,11470,FULTON,Low Income Area/HPSA
30313,Atlanta,GA,"* 9,203",13121,11470,FULTON,Low Income Area/HPSA
30314,Atlanta,GA,"* 21,836",13121,11470,FULTON,Low Income Area/HPSA
30315,Atlanta,GA,"* 33,285",13121,11470,FULTON,Low Income Area/HPSA
30318,Atlanta,GA,"* 55,307",13121,11470,FULTON,Low Income Area/HPSA
30330,Atlanta,GA,* 288,13121,11470,FULTON,Low Income Area/HPSA
30331,Atlanta,GA,"* 54,903",13121,11470,FULTON,Low Income Area/HPSA
30336,Atlanta,GA,"* 1,005",13121,11470,FULTON,Low Income Area/HPSA
30337,Atlanta,GA,"* 11,727",13121,11470,FULTON,Low Income Area/HPSA
30344,Atlanta,GA,"* 32,219",13121,11470,FULTON,Low Income Area/HPSA
30349,Atlanta,GA,"* 66,996",13121,11470,FULTON,Low Income Area/HPSA
30354,Atlanta,GA,"* 14,834",13121,11470,FULTON,Low Income Area/HPSA
30308,Atlanta,GA,"* 18,448",13121,11470,FULTON,Low Income Area
30312,Atlanta,GA,"* 19,594",13121,11470,FULTON,Low Income Area
30316,Atlanta,GA,"* 30,869",13089,11370,DE KALB,Low Income Area/HPSA
30317,Atlanta,GA,"* 11,866",13089,11370,DE KALB,Low Income Area/HPSA
30322,Atlanta,GA,"* 2,023",13089,11370,DE KALB,Low Income Area
30329,Atlanta,GA,"* 24,071",13089,11370,DE KALB,Low Income Area
30340,Atlanta,GA,"* 29,834",13089,11370,DE KALB,Low Income Area
30341,Atlanta,GA,"* 32,807",13089,11370,DE KALB,Low Income Area
30345,Atlanta,GA,"* 22,391",13089,11370,DE KALB,Low Income Area
30360,Atlanta,GA,"* 15,377",13089,11370,DE KALB,Low Income Area
30307,Atlanta,GA,"* 2,808",13089,11370,DE KALB,HPSA
39815,Attapulgus,GA,"* 1,706",13087,11360,DECATUR,Low Income Area/HPSA
30011,Auburn,GA,"* 16,134",13013,11050,BARROW,Low Income Area
30901,Augusta,GA,"* 16,379",13245,11840,RICHMOND,Low Income Area/HPSA
30904,Augusta,GA,"* 26,448",13245,11840,RICHMOND,Low Income Area/HPSA
30905,Augusta,GA,"* 8,953",13245,11840,RICHMOND,Low Income Area/HPSA
30906,Augusta,GA,"* 60,642",13245,11840,RICHMOND,Low Income Area/HPSA
30909,Augusta,GA,"* 41,254",13245,11840,RICHMOND,Low Income Area/HPSA
30912,Augusta,GA,* 109,13245,11840,RICHMOND,Low Income Area/HPSA
30106,Austell,GA,"* 19,305",13067,11290,COBB,Low Income Area
30168,Austell,GA,"* 25,209",13067,11290,COBB,Low Income Area
30803,Avera,GA,* 732,13163,11620,JEFFERSON,Low Income Area/HPSA
30002,Avondale Estates,GA,"* 5,834",13089,11370,DE KALB,Low Income Area
31624,Axson,GA,"* 1,336",13003,11010,ATKINSON,Low Income Area/HPSA
31716,Baconton,GA,"* 2,846",13205,11750,MITCHELL,Low Income Area/HPSA
39817,Bainbridge,GA,"* 10,977",13087,11360,DECATUR,Low Income Area/HPSA
39819,Bainbridge,GA,"* 11,257",13087,11360,DECATUR,Low Income Area/HPSA
30511,Baldwin,GA,"* 4,111",13011,11040,BANKS,Low Income Area/HPSA
30204,Barnesville,GA,"* 13,184",13171,11651,LAMAR,Low Income Area/HPSA
31625,Barney,GA,"* 1,179",13027,11120,BROOKS,HPSA
30413,Bartow,GA,"* 1,542",13163,11620,JEFFERSON,Low Income Area/HPSA
31513,Baxley,GA,"* 16,273",13001,11000,APPLING,Low Income Area/HPSA
30621,Bishop,GA,* 908,13219,11800,OCONEE,HPSA
31516,Blackshear,GA,"* 14,812",13229,11820,PIERCE,Low Income Area/HPSA
30512,Blairsville,GA,"* 19,566",13291,11913,UNION,Low Income Area/HPSA
39823,Blakely,GA,"* 7,728",13099,11410,EARLY,Low Income Area/HPSA
31302,Bloomingdale,GA,"* 8,819",13051,11220,CHATHAM,Low Income Area
30513,Blue Ridge,GA,"* 10,866",13111,11450,FANNIN,Low Income Area/HPSA
39824,Bluffton,GA,* 626,13099,11410,EARLY,Low Income Area/HPSA
30805,Blythe,GA,"* 2,756",13033,11150,BURKE,Low Income Area
31005,Bonaire,GA,"* 14,915",13153,11600,HOUSTON,HPSA
31626,Boston,GA,"* 3,365",13275,11890,THOMAS,Low Income Area/HPSA
30108,Bowdon,GA,"* 7,542",13045,11190,CARROLL,Low Income Area/HPSA
30516,Bowersville,GA,"* 2,262",13147,11581,HART,Low Income Area/HPSA
30624,Bowman,GA,"* 3,067",13105,11430,ELBERT,Low Income Area/HPSA
31801,Box Springs,GA,"* 3,101",13263,11880,TALBOT,Low Income Area/HPSA
30110,Bremen,GA,"* 12,429",13143,11570,HARALSON,Low Income Area/HPSA
39825,Brinson,GA,"* 1,418",13087,11360,DECATUR,Low Income Area/HPSA
31518,Bristol,GA,* 700,13001,11000,APPLING,Low Income Area/HPSA
39826,Bronwood,GA,* 436,13273,11885,TERRELL,Low Income Area/HPSA
30415,Brooklet,GA,"* 6,876",13031,11140,BULLOCH,Low Income Area/HPSA
31519,Broxton,GA,"* 3,735",13069,11291,COFFEE,Low Income Area/HPSA
31520,Brunswick,GA,"* 22,399",13127,11490,GLYNN,Low Income Area/HPSA
31525,Brunswick,GA,"* 28,256",13127,11490,GLYNN,Low Income Area/HPSA
31523,Brunswick,GA,* 54,13127,11490,GLYNN,HPSA
31523,Brunswick,GA,"* 13,422",13127,11490,GLYNN,HPSA
30113,Buchanan,GA,"* 6,913",13143,11570,HARALSON,Low Income Area/HPSA
30625,Buckhead,GA,"* 2,443",13211,11771,MORGAN,Low Income Area/HPSA
31803,Buena Vista,GA,"* 5,694",13197,11730,MARION,Low Income Area/HPSA
30518,Buford,GA,"* 44,863",13135,11530,GWINNETT,Low Income Area
31006,Butler,GA,"* 5,311",13269,11883,TAYLOR,Low Income Area/HPSA
31007,Byromville,GA,"* 1,299",13093,11381,DOOLY,Low Income Area/HPSA
31008,Byron,GA,"* 19,070",13225,11811,PEACH,Low Income Area/HPSA
31009,Cadwell,GA,"* 1,489",13175,11660,LAURENS,Low Income Area
39827,Cairo,GA,"* 4,188",13131,11510,GRADY,Low Income Area/HPSA
39828,Cairo,GA,"* 15,000",13131,11510,GRADY,Low Income Area/HPSA
30701,Calhoun,GA,"* 40,068",13129,11500,GORDON,Low Income Area/HPSA
30807,Camak,GA,* 80,13301,11941,WARREN,Low Income Area/HPSA
31730,Camilla,GA,"* 9,840",13205,11750,MITCHELL,Low Income Area/HPSA
30520,Canon,GA,"* 4,351",13147,11581,HART,Low Income Area/HPSA
30627,Carlton,GA,"* 2,119",13195,11720,MADISON,Low Income Area/HPSA
30521,Carnesville,GA,"* 4,933",13119,11462,FRANKLIN,Low Income Area/HPSA
30116,Carrollton,GA,"* 22,791",13045,11190,CARROLL,Low Income Area/HPSA
30117,Carrollton,GA,"* 34,456",13045,11190,CARROLL,Low Income Area
30118,Carrollton,GA,"* 2,373",13045,11190,CARROLL,Low Income Area
30120,Cartersville,GA,"* 37,855",13015,11060,BARTOW,Low Income Area/HPSA
30121,Cartersville,GA,"* 22,806",13015,11060,BARTOW,Low Income Area/HPSA
31804,Cataula,GA,"* 5,998",13145,11580,HARRIS,HPSA
30124,Cave Spring,GA,"* 3,112",13115,11460,FLOYD,Low Income Area/HPSA
30125,Cedartown,GA,"* 23,863",13233,11830,POLK,Low Income Area/HPSA
31028,Centerville,GA,"* 4,974",13153,11600,HOUSTON,HPSA
30705,Chatsworth,GA,"* 33,674",13213,11772,MURRAY,Low Income Area/HPSA
31011,Chauncey,GA,"* 1,150",13091,11380,DODGE,Low Income Area/HPSA
30522,Cherrylog,GA,"* 1,222",13123,11471,GILMER,Low Income Area/HPSA
31012,Chester,GA,"* 2,723",13091,11380,DODGE,Low Income Area/HPSA
30707,Chickamauga,GA,"* 16,539",13295,11921,WALKER,Low Income Area/HPSA
30708,Cisco,GA,* 403,13213,11772,MURRAY,Low Income Area/HPSA
30523,Clarkesville,GA,"* 12,931",13137,11540,HABERSHAM,Low Income Area/HPSA
30021,Clarkston,GA,"* 21,113",13089,11370,DE KALB,Low Income Area
30417,Claxton,GA,"* 11,097",13109,11441,EVANS,Low Income Area/HPSA
30525,Clayton,GA,"* 8,581",13241,11834,RABUN,Low Income Area/HPSA
30528,Cleveland,GA,"* 23,003",13311,11963,WHITE,Low Income Area
39834,Climax,GA,"* 2,165",13087,11360,DECATUR,Low Income Area/HPSA
31303,Clyo,GA,"* 1,871",13103,11421,EFFINGHAM,HPSA
31735,Cobb,GA,* 832,13261,11870,SUMTER,Low Income Area/HPSA
30420,Cobbtown,GA,"* 1,819",13267,11882,TATTNALL,Low Income Area/HPSA
31014,Cochran,GA,"* 14,133",13023,11100,BLECKLEY,Low Income Area/HPSA
30710,Cohutta,GA,"* 6,451",13313,11970,WHITFIELD,Low Income Area/HPSA
30628,Colbert,GA,"* 7,088",13195,11720,MADISON,Low Income Area/HPSA
39836,Coleman,GA,* 328,13243,11835,RANDOLPH,Low Income Area/HPSA
30421,Collins,GA,"* 1,870",13267,11882,TATTNALL,Low Income Area/HPSA
39837,Colquitt,GA,"* 5,955",13201,11741,MILLER,Low Income Area/HPSA
31901,Columbus,GA,"* 8,747",13215,11780,MUSCOGEE,Low Income Area
31903,Columbus,GA,"* 19,593",13215,11780,MUSCOGEE,Low Income Area
31904,Columbus,GA,"* 32,915",13215,11780,MUSCOGEE,Low Income Area
31906,Columbus,GA,"* 21,850",13215,11780,MUSCOGEE,Low Income Area
31907,Columbus,GA,"* 55,381",13215,11780,MUSCOGEE,Low Income Area
30629,Comer,GA,"* 4,683",13195,11720,MADISON,Low Income Area/HPSA
30529,Commerce,GA,"* 11,192",13157,11610,JACKSON,Low Income Area/HPSA
30530,Commerce,GA,"* 6,391",13157,11610,JACKSON,Low Income Area/HPSA
30206,Concord,GA,"* 3,109",13231,11821,PIKE,Low Income Area/HPSA
30288,Conley,GA,"* 7,109",13089,11370,DE KALB,Low Income Area/HPSA
30012,Conyers,GA,"* 28,789",13247,11841,ROCKDALE,Low Income Area
30013,Conyers,GA,"* 25,313",13247,11841,ROCKDALE,Low Income Area
31738,Coolidge,GA,"* 2,115",13275,11890,THOMAS,Low Income Area/HPSA
31015,Cordele,GA,"* 22,141",13081,11340,CRISP,Low Income Area/HPSA
30531,Cornelia,GA,"* 10,695",13137,11540,HABERSHAM,Low Income Area/HPSA
30014,Covington,GA,"* 35,211",13217,11790,NEWTON,Low Income Area/HPSA
30016,Covington,GA,"* 50,624",13217,11790,NEWTON,Low Income Area
30711,Crandall,GA,"* 3,397",13213,11772,MURRAY,Low Income Area/HPSA
30630,Crawford,GA,"* 2,109",13221,11801,OGLETHORPE,Low Income Area/HPSA
30631,Crawfordville,GA,"* 1,778",13265,11881,TALIAFERRO,Low Income Area/HPSA
31304,Crescent,GA,"* 2,371",13191,11703,MC INTOSH,Low Income Area/HPSA
31016,Culloden,GA,* 35,13207,11760,MONROE,HPSA
31016,Culloden,GA,* 445,13207,11760,MONROE,HPSA
31016,Culloden,GA,* 976,13207,11760,MONROE,HPSA
31805,Cusseta,GA,"* 3,046",13053,11230,CHATTAHOOCHEE,Low Income Area/HPSA
39840,Cuthbert,GA,"* 5,945",13243,11835,RANDOLPH,Low Income Area/HPSA
30533,Dahlonega,GA,"* 25,068",13187,11701,LUMPKIN,Low Income Area
30597,Dahlonega,GA,* 554,13187,11701,LUMPKIN,Low Income Area
30720,Dalton,GA,"* 27,127",13313,11970,WHITFIELD,Low Income Area/HPSA
30721,Dalton,GA,"* 54,550",13313,11970,WHITFIELD,Low Income Area/HPSA
39841,Damascus,GA,"* 1,069",13099,11410,EARLY,Low Income Area/HPSA
30633,Danielsville,GA,"* 8,407",13195,11720,MADISON,Low Income Area/HPSA
31017,Danville,GA,"* 1,906",13289,11912,TWIGGS,Low Income Area/HPSA
31305,Darien,GA,"* 6,327",13191,11703,MC INTOSH,Low Income Area/HPSA
31018,Davisboro,GA,"* 2,857",13303,11950,WASHINGTON,Low Income Area/HPSA
39842,Dawson,GA,"* 8,517",13273,11885,TERRELL,Low Income Area/HPSA
30534,Dawsonville,GA,"* 25,368",13085,11350,DAWSON,Low Income Area
31743,De Soto,GA,* 390,13261,11870,SUMTER,Low Income Area/HPSA
30808,Dearing,GA,"* 4,433",13189,11702,MC DUFFIE,Low Income Area/HPSA
30032,Decatur,GA,"* 48,342",13089,11370,DE KALB,Low Income Area/HPSA
30034,Decatur,GA,"* 42,912",13089,11370,DE KALB,Low Income Area/HPSA
30035,Decatur,GA,"* 20,218",13089,11370,DE KALB,Low Income Area
30030,Decatur,GA,"* 4,400",13089,11370,DE KALB,HPSA
30535,Demorest,GA,"* 6,961",13137,11540,HABERSHAM,Low Income Area/HPSA
31532,Denton,GA,* 728,13161,11612,JEFF DAVIS,Low Income Area/HPSA
30634,Dewy Rose,GA,"* 1,469",13105,11430,ELBERT,Low Income Area/HPSA
31019,Dexter,GA,"* 2,382",13175,11660,LAURENS,Low Income Area
30537,Dillard,GA,* 942,13241,11834,RABUN,Low Income Area/HPSA
31629,Dixie,GA,"* 1,038",13027,11120,BROOKS,Low Income Area/HPSA
31744,Doerun,GA,"* 2,796",13071,11300,COLQUITT,Low Income Area/HPSA
39845,Donalsonville,GA,"* 7,955",13253,11851,SEMINOLE,Low Income Area/HPSA
31533,Douglas,GA,"* 15,858",13069,11291,COFFEE,Low Income Area
31535,Douglas,GA,"* 12,474",13069,11291,COFFEE,Low Income Area
30134,Douglasville,GA,"* 40,738",13097,11400,DOUGLAS,Low Income Area
31020,Dry Branch,GA,"* 2,199",13289,11912,TWIGGS,Low Income Area/HPSA
31630,Du Pont,GA,* 659,13065,11281,CLINCH,Low Income Area/HPSA
31021,Dublin,GA,"* 28,472",13175,11660,LAURENS,Low Income Area/HPSA
31022,Dudley,GA,"* 1,398",13175,11660,LAURENS,Low Income Area
30096,Duluth,GA,"* 62,090",13135,11530,GWINNETT,Low Income Area
31027,East Dublin,GA,"* 9,837",13175,11660,LAURENS,Low Income Area
30538,Eastanollee,GA,"* 1,727",13257,11861,STEPHENS,Low Income Area/HPSA
31023,Eastman,GA,"* 15,118",13091,11380,DODGE,Low Income Area/HPSA
31024,Eatonton,GA,"* 20,092",13237,11832,PUTNAM,Low Income Area/HPSA
39846,Edison,GA,"* 2,221",13037,11161,CALHOUN,Low Income Area/HPSA
30635,Elberton,GA,"* 16,309",13105,11430,ELBERT,Low Income Area/HPSA
31025,Elko,GA,"* 1,381",13153,11600,HOUSTON,Low Income Area/HPSA
31308,Ellabell,GA,"* 7,578",13029,11130,BRYAN,Low Income Area/HPSA
31806,Ellaville,GA,"* 4,918",13249,11842,SCHLEY,Low Income Area/HPSA
30294,Ellenwood,GA,"* 11,140",13089,11370,DE KALB,HPSA
31807,Ellerslie,GA,"* 2,241",13145,11580,HARRIS,HPSA
30536,Ellijay,GA,"* 8,097",13123,11471,GILMER,Low Income Area
30540,Ellijay,GA,"* 17,126",13123,11471,GILMER,Low Income Area
30137,Emerson,GA,"* 1,635",13015,11060,BARTOW,Low Income Area/HPSA
31749,Enigma,GA,"* 4,242",13019,11080,BERRIEN,Low Income Area/HPSA
30541,Epworth,GA,"* 1,796",13111,11450,FANNIN,Low Income Area/HPSA
30139,Fairmount,GA,"* 3,655",13129,11500,GORDON,Low Income Area/HPSA
31631,Fargo,GA,* 465,13065,11281,CLINCH,Low Income Area/HPSA
30215,Fayetteville,GA,"* 3,378",13113,11451,FAYETTE,HPSA
31750,Fitzgerald,GA,"* 18,186",13017,11070,BEN HILL,Low Income Area/HPSA
31309,Fleming,GA,"* 1,009",13179,11680,LIBERTY,Low Income Area/HPSA
30725,Flintstone,GA,"* 3,580",13295,11921,WALKER,Low Income Area/HPSA
30216,Flovilla,GA,"* 2,170",13035,11160,BUTTS,HPSA
31537,Folkston,GA,"* 9,463",13049,11210,CHARLTON,Low Income Area/HPSA
30297,Forest Park,GA,"* 28,517",13063,11280,CLAYTON,Low Income Area/HPSA
31029,Forsyth,GA,"* 16,255",13207,11760,MONROE,Low Income Area/HPSA
31905,Fort Benning,GA,"* 15,950",13053,11230,CHATTAHOOCHEE,Low Income Area/HPSA
39851,Fort Gaines,GA,"* 2,557",13061,11270,CLAY,Low Income Area/HPSA
30742,Fort Oglethorpe,GA,"* 6,723",13047,11200,CATOOSA,Low Income Area/HPSA
31314,Fort Stewart,GA,"* 1,730",13179,11680,LIBERTY,Low Income Area/HPSA
31315,Fort Stewart,GA,"* 7,690",13179,11680,LIBERTY,Low Income Area/HPSA
31030,Fort Valley,GA,"* 18,622",13225,11811,PEACH,Low Income Area/HPSA
31808,Fortson,GA,"* 5,413",13145,11580,HARRIS,HPSA
30217,Franklin,GA,"* 9,483",13149,11590,HEARD,Low Income Area/HPSA
30501,Gainesville,GA,"* 28,160",13139,11550,HALL,Low Income Area
30504,Gainesville,GA,"* 22,775",13139,11550,HALL,Low Income Area
30507,Gainesville,GA,"* 28,610",13139,11550,HALL,Low Income Area
30425,Garfield,GA,"* 1,122",13031,11140,BULLOCH,Low Income Area/HPSA
30218,Gay,GA,"* 2,062",13199,11740,MERIWETHER,Low Income Area/HPSA
39854,Georgetown,GA,"* 1,438",13239,11833,QUITMAN,Low Income Area/HPSA
30810,Gibson,GA,"* 2,161",13125,11480,GLASCOCK,Low Income Area/HPSA
30543,Gillsville,GA,"* 4,210",13139,11550,HALL,Low Income Area/HPSA
30426,Girard,GA,"* 1,006",13033,11150,BURKE,Low Income Area/HPSA
30427,Glennville,GA,"* 10,783",13267,11882,TATTNALL,Low Income Area/HPSA
30428,Glenwood,GA,"* 2,807",13309,11962,WHEELER,Low Income Area/HPSA
30641,Good Hope,GA,* 341,13297,11930,WALTON,HPSA
31031,Gordon,GA,"* 6,226",13319,11973,WILKINSON,Low Income Area/HPSA
30220,Grantville,GA,"* 5,296",13199,11740,MERIWETHER,Low Income Area/HPSA
30642,Greensboro,GA,"* 10,769",13133,11520,GREENE,Low Income Area/HPSA
30222,Greenville,GA,"* 4,157",13199,11740,MERIWETHER,Low Income Area/HPSA
30223,Griffin,GA,"* 36,825",13255,11860,SPALDING,Low Income Area/HPSA
30224,Griffin,GA,"* 25,213",13255,11860,SPALDING,Low Income Area/HPSA
30813,Grovetown,GA,"* 30,032",13073,11310,COLUMBIA,Low Income Area
31312,Guyton,GA,"* 9,082",13103,11421,EFFINGHAM,HPSA
31033,Haddock,GA,"* 2,658",13169,11650,JONES,Low Income Area/HPSA
31632,Hahira,GA,* 494,13185,11700,LOWNDES,HPSA
31811,Hamilton,GA,"* 4,670",13145,11580,HARRIS,HPSA
30228,Hampton,GA,"* 17,785",13151,11591,HENRY,HPSA
30814,Harlem,GA,"* 8,282",13073,11310,COLUMBIA,Low Income Area/HPSA
31035,Harrison,GA,"* 1,468",13303,11950,WASHINGTON,Low Income Area/HPSA
31756,Hartsfield,GA,"* 1,009",13071,11300,COLQUITT,Low Income Area/HPSA
30643,Hartwell,GA,"* 16,604",13147,11581,HART,Low Income Area/HPSA
31036,Hawkinsville,GA,"* 13,599",13235,11831,PULASKI,Low Income Area/HPSA
31539,Hazlehurst,GA,"* 14,544",13161,11612,JEFF DAVIS,Low Income Area/HPSA
30545,Helen,GA,* 892,13311,11963,WHITE,Low Income Area
31037,Helena,GA,"* 3,451",13091,11380,DODGE,Low Income Area/HPSA
30815,Hephzibah,GA,"* 37,336",13245,11840,RICHMOND,Low Income Area/HPSA
30546,Hiawassee,GA,"* 6,444",13281,11902,TOWNS,Low Income Area/HPSA
31038,Hillsboro,GA,* 743,13159,11611,JASPER,Low Income Area/HPSA
31313,Hinesville,GA,"* 39,336",13179,11680,LIBERTY,Low Income Area/HPSA
31542,Hoboken,GA,"* 3,119",13025,11110,BRANTLEY,Low Income Area/HPSA
30230,Hogansville,GA,"* 8,808",13285,11910,TROUP,Low Income Area/HPSA
30547,Homer,GA,"* 3,003",13011,11040,BANKS,Low Income Area/HPSA
31634,Homerville,GA,"* 5,466",13065,11281,CLINCH,Low Income Area/HPSA
31543,Hortense,GA,"* 2,972",13025,11110,BRANTLEY,Low Income Area/HPSA
30646,Hull,GA,"* 6,775",13195,11720,MADISON,Low Income Area/HPSA
31041,Ideal,GA,"* 1,020",13193,11710,MACON,Low Income Area/HPSA
39859,Iron City,GA,"* 1,136",13253,11851,SEMINOLE,Low Income Area/HPSA
31042,Irwinton,GA,"* 1,747",13319,11973,WILKINSON,Low Income Area/HPSA
31760,Irwinville,GA,* 273,13155,11601,IRWIN,Low Income Area
30233,Jackson,GA,"* 23,839",13035,11160,BUTTS,Low Income Area/HPSA
31544,Jacksonville,GA,* 944,13271,11884,TELFAIR,Low Income Area/HPSA
39861,Jakin,GA,"* 1,842",13099,11410,EARLY,Low Income Area/HPSA
30143,Jasper,GA,"* 21,871",13227,11812,PICKENS,Low Income Area
31044,Jeffersonville,GA,"* 2,779",13289,11912,TWIGGS,Low Income Area/HPSA
31527,Jekyll Island,GA,* 805,13127,11490,GLYNN,HPSA
30234,Jenkinsburg,GA,"* 1,710",13035,11160,BUTTS,HPSA
31545,Jesup,GA,"* 16,600",13305,11960,WAYNE,Low Income Area
31546,Jesup,GA,"* 7,658",13305,11960,WAYNE,Low Income Area
31045,Jewell,GA,* 445,13141,11560,HANCOCK,Low Income Area/HPSA
30236,Jonesboro,GA,"* 46,297",13063,11280,CLAYTON,Low Income Area/HPSA
30238,Jonesboro,GA,"* 37,166",13063,11280,CLAYTON,Low Income Area/HPSA
31046,Juliette,GA,"* 3,115",13207,11760,MONROE,Low Income Area/HPSA
31812,Junction City,GA,* 379,13263,11880,TALBOT,Low Income Area/HPSA
31047,Kathleen,GA,"* 11,348",13153,11600,HOUSTON,HPSA
30816,Keysville,GA,"* 1,501",13033,11150,BURKE,Low Income Area/HPSA
31547,Kings Bay,GA,"* 1,277",13039,11170,CAMDEN,Low Income Area/HPSA
31548,Kingsland,GA,"* 20,194",13039,11170,CAMDEN,Low Income Area/HPSA
30145,Kingston,GA,"* 6,162",13015,11060,BARTOW,HPSA
31049,Kite,GA,"* 1,644",13167,11640,JOHNSON,Low Income Area/HPSA
31050,Knoxville,GA,"* 1,429",13079,11330,CRAWFORD,Low Income Area/HPSA
30728,La Fayette,GA,"* 19,614",13295,11921,WALKER,Low Income Area/HPSA
30240,LaGrange,GA,"* 29,701",13285,11910,TROUP,Low Income Area
30241,LaGrange,GA,"* 23,357",13285,11910,TROUP,Low Income Area
31636,Lake Park,GA,"* 9,116",13185,11700,LOWNDES,Low Income Area/HPSA
31635,Lakeland,GA,"* 6,683",13173,11652,LANIER,Low Income Area/HPSA
30552,Lakemont,GA,"* 1,386",13241,11834,RABUN,Low Income Area/HPSA
30553,Lavonia,GA,"* 7,280",13119,11462,FRANKLIN,Low Income Area/HPSA
30044,Lawrenceville,GA,"* 82,997",13135,11530,GWINNETT,Low Income Area
30046,Lawrenceville,GA,"* 35,607",13135,11530,GWINNETT,Low Income Area
39862,Leary,GA,* 876,13037,11161,CALHOUN,Low Income Area/HPSA
31763,Leesburg,GA,"* 22,988",13177,11670,LEE,HPSA
31763,Leesburg,GA,* 77,13177,11670,LEE,HPSA
31637,Lenox,GA,"* 2,235",13075,11311,COOK,Low Income Area/HPSA
31764,Leslie,GA,"* 1,410",13261,11870,SUMTER,Low Income Area/HPSA
30648,Lexington,GA,"* 3,133",13221,11801,OGLETHORPE,Low Income Area/HPSA
30817,Lincolnton,GA,"* 7,605",13181,11690,LINCOLN,Low Income Area/HPSA
30147,Lindale,GA,"* 4,649",13115,11460,FLOYD,Low Income Area/HPSA
30122,Lithia Springs,GA,"* 24,266",13097,11400,DOUGLAS,Low Income Area
30038,Lithonia,GA,"* 37,231",13089,11370,DE KALB,Low Income Area
30058,Lithonia,GA,"* 53,597",13089,11370,DE KALB,Low Income Area
31052,Lizella,GA,"* 2,339",13021,11090,BIBB,HPSA
30248,Locust Grove,GA,* 244,13151,11591,HENRY,HPSA
30750,Lookout Mountain,GA,"* 4,246",13295,11921,WALKER,Low Income Area/HPSA
30434,Louisville,GA,"* 5,897",13163,11620,JEFFERSON,Low Income Area/HPSA
31316,Ludowici,GA,"* 12,687",13183,11691,LONG,Low Income Area/HPSA
30554,Lula,GA,"* 8,579",13139,11550,HALL,Low Income Area/HPSA
31549,Lumber City,GA,"* 2,043",13271,11884,TELFAIR,Low Income Area/HPSA
31815,Lumpkin,GA,"* 3,358",13259,11862,STEWART,Low Income Area/HPSA
